@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,
,,,
@attribute total_fiat numeric,,,
@attribute total_biat numeric,,,
@attribute min_biat numeric,,,
@attribute class1 {TOR,NONTOR},,
,,,
@data,,,
40,4,6766294,NONTOR
38,3,6947456,NONTOR
37,3,2708873,NONTOR
6,15,4766060,NONTOR
40,10,3833196,NONTOR
36,4,5478380,NONTOR
54,9,4898066,NONTOR
161,2,29414,NONTOR
34,5,5107482,NONTOR
40,7,4366283,NONTOR
62,1,137771,NONTOR
102,13,6502885,NONTOR
4,2,82050,NONTOR
7,3,65627,NONTOR
62,1,1870296,NONTOR
8,15,4781350,NONTOR
34,6,6617343,NONTOR
292,12,5880563,NONTOR
66,2,2473506,NONTOR
38,5,4457666,NONTOR
44,7,2181764,NONTOR
260,1294,3535704,NONTOR
50,9,6474437,NONTOR
75,1,2847831,NONTOR
98,3,5463609,NONTOR
78,1,2899040,NONTOR
2,2,5332899,NONTOR
22,46,4721686,NONTOR
91,2,2880929,NONTOR
95,1,1877749,NONTOR
374,1,118216160,NONTOR
274,1,100897,NONTOR
67,1,2209403,NONTOR
71,2,1909557,NONTOR
125,0,5215818,NONTOR
22,3,191003,NONTOR
2,3,9814975,NONTOR
41,8,8483051,NONTOR
54,2,2897755,NONTOR
45,2,5307343,NONTOR
6,5,64402,NONTOR
2,2,4421108,NONTOR
76,2,3922654,NONTOR
70,2,5861454,NONTOR
2,2,4723229,NONTOR
77,1,7859092,NONTOR
74,2,3371386,NONTOR
82,1,8876424,NONTOR
16,5,4685393,NONTOR
16,8,4190528,NONTOR
3,2,5221151,NONTOR
15,8,3999463,NONTOR
15,2,4253005,NONTOR
12,2,6091952,NONTOR
74,1,2901949,NONTOR
60,2,4881594,NONTOR
76,1,2461039,NONTOR
77,1,2903264,NONTOR
54,1,5199161,NONTOR
86,1,4839567,NONTOR
1,3,4376402,NONTOR
14,3,5679552,NONTOR
105,2,6889073,NONTOR
55,20,188,NONTOR
96,2,4897756,NONTOR
65,1,4888921,NONTOR
5,9,4664638,NONTOR
9,2,5536956,NONTOR
2,3,8817177,NONTOR
39,9,71793,NONTOR
2,2,5751052,NONTOR
2,3,7266468,NONTOR
89,2,4320620,NONTOR
4,3,7994279,NONTOR
7,4,4338482,NONTOR
14,6,6300147,NONTOR
10,4,4264583,NONTOR
7,4,4147940,NONTOR
70,2,5869540,NONTOR
84,1,6905424,NONTOR
30,2,65393,NONTOR
177,64,1274730,NONTOR
1,3,9701491,NONTOR
2,3,9716924,NONTOR
2,2,8424907,NONTOR
2,2,9805589,NONTOR
1,2,4757079,NONTOR
2,2,9782103,NONTOR
3,3,8878942,NONTOR
2,3,5747525,NONTOR
3,3,9768523,NONTOR
133,50,10007450,NONTOR
167,1,10002181,NONTOR
77,2,146881,NONTOR
87,3,154800,NONTOR
117,2,144924,NONTOR
1,2,5363687,NONTOR
97,2,2890917,NONTOR
9,6,11769622,NONTOR
71,3,57495621,NONTOR
2,0,143383,NONTOR
135,212,25954,NONTOR
109,2,426690,NONTOR
8,2,1251822,NONTOR
98,1,5003147,NONTOR
97,2,3901199,NONTOR
8,2,96849,NONTOR
6,33,50376,NONTOR
47,8,105492,NONTOR
5,4,9158116,NONTOR
83,1,1907850,NONTOR
6,0,2683349,NONTOR
196,1,22832,NONTOR
1,2,9670140,NONTOR
4,2,9710758,NONTOR
3,4,9675596,NONTOR
152,2,99296,NONTOR
3,3,9711075,NONTOR
60,2,4003626,NONTOR
3,7,47604,NONTOR
94,1,3877495,NONTOR
31,68,48320,NONTOR
72,2,6933857,NONTOR
58,2,4531206,NONTOR
103,2,3425542,NONTOR
47,5,5364691,NONTOR
5,7769,318200,NONTOR
182,8,66549,NONTOR
89,2,6890459,NONTOR
109,2,123358910,NONTOR
168,1,117015904,NONTOR
125,2,125703,NONTOR
106,2,124459,NONTOR
29,5,8872215,NONTOR
666,4,8127028,NONTOR
88,1,119873204,NONTOR
5,1,121488187,NONTOR
2,9,56286,NONTOR
161,2,4902971,NONTOR
2,3,55126,NONTOR
155,1,1449003,NONTOR
3,2,9598008,NONTOR
59,3,31604,NONTOR
50,19,48913,NONTOR
17,7,906511,NONTOR
83,2,3609860,NONTOR
68,20,10010045,NONTOR
701,2,175159,NONTOR
19,2,42248,NONTOR
68,25,79248,NONTOR
133,132,49767,NONTOR
144,147,51031,NONTOR
277,2,2030400,NONTOR
125,143,10002236,NONTOR
110,0,98882,NONTOR
3,13,3293500,NONTOR
1137,22,37649,NONTOR
46,1,6771524,NONTOR
6,15,67911,NONTOR
86,5,65204,NONTOR
383,18,2189069,NONTOR
53,52,247050,NONTOR
375,3,93400,NONTOR
114,116,28912,NONTOR
8,31,65206,NONTOR
8,22,65577,NONTOR
8,31,64370,NONTOR
16,72,133334,NONTOR
25963,202,254536,NONTOR
173,24,96198,NONTOR
3,3,9604034,NONTOR
16,13,9050278,NONTOR
289,2,26947,NONTOR
429,20,28519,NONTOR
25662,0,159876,NONTOR
26577,1,159012,NONTOR
170,177,29510702,NONTOR
4,12,2861691,NONTOR
126,2,9999240,NONTOR
163,3,10003151,NONTOR
228,1,9999894,NONTOR
669,6,265192,NONTOR
89,2,5433535,NONTOR
365,18,7243141,NONTOR
90,2,7892037,NONTOR
672,3,175887,NONTOR
101,2,6914639,NONTOR
199,1,49615,NONTOR
633,5,4525005,NONTOR
67,84,102545,NONTOR
175,60,41737,NONTOR
121,4,148579,NONTOR
101,2,7897855,NONTOR
445,5,6196772,NONTOR
884,3,8209504,NONTOR
2401,1,19919610,NONTOR
45882,99,9712660,NONTOR
321,5,6774742,NONTOR
147,1,150160,NONTOR
128,1,165723,NONTOR
108,2,152138,NONTOR
3,7,7646267,NONTOR
188,188,27696,NONTOR
16085,2,44652,NONTOR
392,0,47041,NONTOR
79,87,10497795,NONTOR
258,1,59814,NONTOR
192,206,5398293,NONTOR
2,6,9747992,NONTOR
25557,174,161918,NONTOR
131,139,19190983,NONTOR
1016,6,7419138,NONTOR
119,2,9850825,NONTOR
89,56,224416,NONTOR
119,2,233038,NONTOR
19,2,6315593,NONTOR
14,54,8084845,NONTOR
6907,36147,78862,NONTOR
250,294,4409344,NONTOR
169,2,403563,NONTOR
2,3,9404148,NONTOR
5,50,9999728,NONTOR
5,216,10003039,NONTOR
4,2,9519234,NONTOR
868,4,9713765,NONTOR
55,10,3047432,NONTOR
204,2,8807109,NONTOR
6,12,129029,NONTOR
530,1,136632,NONTOR
168,70,7324942,NONTOR
44,49,4536760,NONTOR
227,2,23621,NONTOR
26,8,216587,NONTOR
25,4,919352,NONTOR
67,17,9645209,NONTOR
883,1,10864258,NONTOR
578,590,2067080,NONTOR
114,2,9896866,NONTOR
131,2,5897831,NONTOR
94,2,5887211,NONTOR
309,26,507780,NONTOR
617,5,5833397,NONTOR
361,24,7886711,NONTOR
58,6,3821946,NONTOR
235718,199353,7383738,NONTOR
36,56,3020506,NONTOR
39246,266564,5486797,NONTOR
156,2,7893508,NONTOR
17,9,147318,NONTOR
62,6,5151173,NONTOR
65,9,4787589,NONTOR
162132,65573,5693564,NONTOR
44,1588,3305966,NONTOR
40,1072,7078224,NONTOR
104,2,4898209,NONTOR
333,410,10010131,NONTOR
104,2,4906032,NONTOR
134,3,9823964,NONTOR
21,10,2951210,NONTOR
89,3,8459309,NONTOR
64,2,28358,NONTOR
186,414,185223,NONTOR
281,2,9999828,NONTOR
120,168,10000041,NONTOR
367,41285,2385243,NONTOR
45,14,8865185,NONTOR
123,2,5897069,NONTOR
106,2,83990,NONTOR
2,14,74275,NONTOR
2,69,1960600,NONTOR
2,52,2041867,NONTOR
801,49,12310379,NONTOR
22,2,563945,NONTOR
118,149,149,NONTOR
2,68,5655450,NONTOR
98,403,85455,NONTOR
5,20,65233,NONTOR
2,2,66351,NONTOR
106,3,11265149,NONTOR
13,26,65544,NONTOR
9,8,438812,NONTOR
176,33,10010949,NONTOR
153,914,10005516,NONTOR
340,216,10009851,NONTOR
4,6,78619,NONTOR
57,17,219480,NONTOR
27,9,344633,NONTOR
173,2,9803985,NONTOR
219,332,87756,NONTOR
48,722,3141749,NONTOR
78,2,105647,NONTOR
39,379,2231356,NONTOR
289,15556,28655,NONTOR
38,340,3442862,NONTOR
85,2,14062284,NONTOR
95,1,156239,NONTOR
233000,2981673,3010074,NONTOR
180,2,52928,NONTOR
136,3,9998755,NONTOR
917,4,23486,NONTOR
127,3,23471,NONTOR
189,71,30593,NONTOR
1202,3,23456,NONTOR
46,17660,31167,NONTOR
24,6,8647542,NONTOR
301,3,27241,NONTOR
28,21,4800620,NONTOR
205,4,25799,NONTOR
6,913,4385996,NONTOR
1325,30,44816,NONTOR
1160,34,204268,NONTOR
163,2,398854,NONTOR
5,42,2426855,NONTOR
64,191,1895477,NONTOR
612,1,244420,NONTOR
13536,43,15046309,NONTOR
305,950,23221,NONTOR
277,36444,36444,NONTOR
10,2,26309,NONTOR
107,2,2845984,NONTOR
1323,31,175967,NONTOR
28525,-1,-1,NONTOR
131,12,5366212,NONTOR
155,385,3951039,NONTOR
1350,1358,1358,NONTOR
31,19,690675,NONTOR
4,0,1765560,NONTOR
3,0,1427151,NONTOR
3,0,986763,NONTOR
32,32,170085,NONTOR
35,0,1046584,NONTOR
3,0,3124751,NONTOR
33,34,10130547,NONTOR
3,0,1762741,NONTOR
33,32,502,NONTOR
4,0,4208124,NONTOR
352,1,1398441,NONTOR
90,0,5999269,NONTOR
47,15,328550,NONTOR
3,14,5585539,NONTOR
3,0,2891849,NONTOR
46,17,207079,NONTOR
96,0,2140073,NONTOR
154,0,7405278,NONTOR
25,19,4744543,NONTOR
1376,1,30852460,NONTOR
44,18,3934838,NONTOR
44,18,4833413,NONTOR
7,19,2329497,NONTOR
4,0,5708638,NONTOR
8,27,2331249,NONTOR
43,26,66231,NONTOR
60,32,82978,NONTOR
4,13,7469732,NONTOR
33,34,1400466,NONTOR
2,6,3129768,NONTOR
4,6,5869526,NONTOR
15,16,6019553,NONTOR
1393,1,82597,NONTOR
2,7,6617450,NONTOR
3,4,5307645,NONTOR
2,8,5037498,NONTOR
19,11,5468959,NONTOR
47,17,11797849,NONTOR
48,18,7149664,NONTOR
9,29,1422174,NONTOR
19,27,2051949,NONTOR
2,4,8179907,NONTOR
3,9,7816336,NONTOR
5,13,8186043,NONTOR
3,7,7344731,NONTOR
5,23,5526826,NONTOR
42,6,65751,NONTOR
2,8,7850396,NONTOR
3,6,7741856,NONTOR
3,5,8218286,NONTOR
3,5,7974992,NONTOR
2,5,7338749,NONTOR
244,210,73618,NONTOR
9,14,5880854,NONTOR
10,8,6666480,NONTOR
2,5,8842651,NONTOR
9,24,11378720,NONTOR
11,12,3177238,NONTOR
2,15,7849192,NONTOR
19,27,3709723,NONTOR
8,9,3419664,NONTOR
13,10,11792112,NONTOR
12,15,7067943,NONTOR
5,20,1182191,NONTOR
2902,19,3810024,NONTOR
15,46,1502084,NONTOR
21,26,1046616,NONTOR
6,27,3638418,NONTOR
4,12,5455490,NONTOR
13,15,7834699,NONTOR
11,13,9929617,NONTOR
14,13,7152768,NONTOR
52,20,4464010,NONTOR
11,15,4595359,NONTOR
14,12,9930913,NONTOR
8,13,9900951,NONTOR
12,12,6466908,NONTOR
212,326,222147,NONTOR
12,16,9929942,NONTOR
12,10,5210971,NONTOR
3,16,7232714,NONTOR
6,11,7214332,NONTOR
7,19,14556285,NONTOR
11,33,1801239,NONTOR
12,14,5066902,NONTOR
12,13,6679499,NONTOR
10,18,4052714,NONTOR
11,12,6119193,NONTOR
12,15,9927178,NONTOR
12,13,9920358,NONTOR
12,15,8349309,NONTOR
17,10,32449,NONTOR
11,15,7920937,NONTOR
24,65,148835,NONTOR
7,22,7511957,NONTOR
13,33,36734,NONTOR
45,20,3853810,NONTOR
5,20,7679686,NONTOR
84,104,4868343,NONTOR
10,12,4766365,NONTOR
10,15,7536064,NONTOR
10,38,1030181,NONTOR
49,20,3856517,NONTOR
15,25,10509918,NONTOR
13,13,9903788,NONTOR
10,19,65087,NONTOR
2,20,191572,NONTOR
8,23,164173,NONTOR
2,5,66506,NONTOR
2,19,65781,NONTOR
13,14,9470586,NONTOR
11,18,9902587,NONTOR
7,18,7043489,NONTOR
28,12,66007,NONTOR
20,26,4459025,NONTOR
2,5,7941955,NONTOR
37,7,34683,NONTOR
30,20,65500,NONTOR
6,27,40491,NONTOR
331,8,215261,NONTOR
11,16,65881,NONTOR
47,19,4702557,NONTOR
11,14,72329,NONTOR
0,0,3778692,NONTOR
13,19,2397729,NONTOR
479,1,4216265,NONTOR
10,24,5928479,NONTOR
13,20,5520755,NONTOR
1,5,4397198,NONTOR
7,1,9960254,NONTOR
13,14,9922282,NONTOR
19,13,5707979,NONTOR
13922,1,140294,NONTOR
1,5,555591,NONTOR
1,11,218634,NONTOR
1,8,215094,NONTOR
7,4,7849526,NONTOR
18610,51,9999892,NONTOR
11,16,8163233,NONTOR
54,28,462656,NONTOR
49,19,3162487,NONTOR
22,10,247077,NONTOR
62,66,4282654,NONTOR
48,11,252559,NONTOR
25,36,189522,NONTOR
11,15,9927714,NONTOR
455,23242,4185612,NONTOR
18,63,34105,NONTOR
2,17,7476666,NONTOR
11,1,10000696,NONTOR
1,7,5734703,NONTOR
40,58,247666,NONTOR
2080,1,10000159,NONTOR
7,12,9281482,NONTOR
3,6,8287703,NONTOR
79,153,54898,NONTOR
13,12,9849371,NONTOR
39,14,7285399,NONTOR
48,21,7517117,NONTOR
3,6,8043993,NONTOR
13,14,9927170,NONTOR
49,19,6187017,NONTOR
10,0,9999346,NONTOR
3,18,7330407,NONTOR
1528,153,70018,NONTOR
47,20,4586225,NONTOR
11,38,2823819,NONTOR
3,16,254708,NONTOR
28,23,81265,NONTOR
22,238,25860,NONTOR
26,220,51821,NONTOR
26,204,26394,NONTOR
55,229,26255,NONTOR
26,187,25876,NONTOR
63,208,26314,NONTOR
13,14,8495189,NONTOR
12,15,9920130,NONTOR
8,21,5584427,NONTOR
4,15,8577086,NONTOR
13,157633,2155395,NONTOR
20,485,4886276,NONTOR
398,21841,4817262,NONTOR
21,22,69062,NONTOR
13,15,9984973,NONTOR
6,16,9629433,NONTOR
6,25,6853009,NONTOR
39,172,27521,NONTOR
2,9,8312498,NONTOR
8,26,5182836,NONTOR
24,171,139297,NONTOR
61,65,4656997,NONTOR
2,19,2789920,NONTOR
15,16,13151724,NONTOR
3,21,12800508,NONTOR
94060,159446,3195915,NONTOR
7,16,701110,NONTOR
47,19,6250630,NONTOR
7,19,6795380,NONTOR
4,31,12642065,NONTOR
14,18,9928303,NONTOR
20,29,9922757,NONTOR
42,23,75288,NONTOR
592,113,6800145,NONTOR
26,15,5026164,NONTOR
27,26,5023655,NONTOR
2735,5698,8160760,NONTOR
4,71,169508,NONTOR
24,26,9771999,NONTOR
21,20,4909503,NONTOR
28,27,4995365,NONTOR
15,16,9928118,NONTOR
13,14,9923505,NONTOR
14,16,9930520,NONTOR
4838,30592,6152388,NONTOR
20,15,9928413,NONTOR
13,15,9920465,NONTOR
13,12,10086135,NONTOR
14,17,9928363,NONTOR
14,17,9921334,NONTOR
180188,140282,5639496,NONTOR
20,16,9928621,NONTOR
18,21,9750539,NONTOR
13,23,9926368,NONTOR
922059,922060,5004078,NONTOR
26,48,5663125,NONTOR
46,56,7645078,NONTOR
3,17,6432941,NONTOR
95196,198914,2000547,NONTOR
73,52,4936694,NONTOR
1312,137,10000019,NONTOR
7,26,10074428,NONTOR
85334,11961,6173547,NONTOR
4,20,163322,NONTOR
8,14,299981,NONTOR
12,43,116196,NONTOR
11,27,153869,NONTOR
1327,1,55614,NONTOR
7,17,9608249,NONTOR
9,20,161436,NONTOR
19,57,468878,NONTOR
408,123994,4912766,NONTOR
13,18,104681,NONTOR
26,20,78245,NONTOR
19,33,292738,NONTOR
15,36,155238,NONTOR
104788,186000,5004589,NONTOR
20,14,10020289,NONTOR
403,19324,7537645,NONTOR
43,47,10437560,NONTOR
155,21580,221042,NONTOR
25,56,87917,NONTOR
172,14747,7644529,NONTOR
258,16948,2788940,NONTOR
2,6,14229519,NONTOR
247,776,24919,NONTOR
10,13,34,NONTOR
82914,22984,6951036,NONTOR
264,14326,215576,NONTOR
57,25,67568,NONTOR
62,15,43066,NONTOR
447,25338,230056,NONTOR
213367,7911466,7911466,NONTOR
28,23,14114442,NONTOR
11,1,9974398,NONTOR
25,24463,215946,NONTOR
84,17669,207953,NONTOR
66,26048,210914,NONTOR
9405,323,158464,NONTOR
13,43,13738600,NONTOR
2059,131,169836,NONTOR
43,12,134107,NONTOR
43,45,4982484,NONTOR
55,29,843876,NONTOR
210845,-1,-1,NONTOR
207079,-1,-1,NONTOR
205675,-1,-1,NONTOR
206603,-1,-1,NONTOR
219068,-1,-1,NONTOR
386190,44269,5631973,NONTOR
8,17,13693756,NONTOR
15,47,2420226,NONTOR
9,18,14149166,NONTOR
2,23,14488228,NONTOR
14,19,13657433,NONTOR
2019,210,240001483,NONTOR
6,31,13963084,NONTOR
10184,10204,7166015,NONTOR
38,12,65467,NONTOR
91,31,65357,NONTOR
132,1490,10040612,NONTOR
46,38,66889,NONTOR
474129,2238,132338,NONTOR
38,32,8475718,NONTOR
5,17,66031,NONTOR
9,16,1751267,NONTOR
125,20,133697,NONTOR
67,759,134227,NONTOR
42,451,127680,NONTOR
107,165,125286,NONTOR
228,95,135407,NONTOR
65,677,128900,NONTOR
48,462,130082,NONTOR
75,55,126655,NONTOR
42,18,138765,NONTOR
58,649,137551,NONTOR
212395,10000222,10000222,NONTOR
1253,1175,5998853,NONTOR
59,35,65484,NONTOR
40,10,207501,NONTOR
3,19,1043891,NONTOR
68,22,93610,NONTOR
107,101,243187,NONTOR
75,19,240909,NONTOR
55,29,223252,NONTOR
121,11,249832,NONTOR
293,21,254570,NONTOR
6,19,116138,NONTOR
1399,1394,1394,NONTOR
1823,107,102513,NONTOR
37031,-1,-1,NONTOR
60,4,5333304,NONTOR
85,27,253696,NONTOR
37,10,247956,NONTOR
15,12,113098,NONTOR
23,28,115052,NONTOR
11,50,5622347,NONTOR
275906,-1,-1,NONTOR
276315,-1,-1,NONTOR
274113,-1,-1,NONTOR
275948,-1,-1,NONTOR
275540,-1,-1,NONTOR
271982,-1,-1,NONTOR
275833,-1,-1,NONTOR
275138,-1,-1,NONTOR
274205,-1,-1,NONTOR
276583,-1,-1,NONTOR
276220,-1,-1,NONTOR
273327,-1,-1,NONTOR
272908,-1,-1,NONTOR
273256,-1,-1,NONTOR
273384,-1,-1,NONTOR
277483,-1,-1,NONTOR
16,33,3391178,NONTOR
17,29,38751,NONTOR
321,269,132964,NONTOR
33,27,247009,NONTOR
279,29128,351596,NONTOR
32,92,44901,NONTOR
19,55,63386,NONTOR
-1,215822,215822,NONTOR
15,27,41091,NONTOR
13,22,1331724,NONTOR
20,41,2439684,NONTOR
14,29,2506572,NONTOR
15,26,2612273,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
215252,14753454,14753454,NONTOR
216021,14726322,14726322,NONTOR
212455,14735203,14735203,NONTOR
213524,14739596,14739596,NONTOR
215248,14771512,14771512,NONTOR
217053,14777397,14777397,NONTOR
36,17,66669,NONTOR
-1,209741,209741,NONTOR
-1,208136,208136,NONTOR
-1,208571,208571,NONTOR
-1,207531,207531,NONTOR
-1,221948,221948,NONTOR
-1,206636,206636,NONTOR
-1,209452,209452,NONTOR
-1,210504,210504,NONTOR
-1,207121,207121,NONTOR
-1,209376,209376,NONTOR
-1,207872,207872,NONTOR
-1,209953,209953,NONTOR
-1,209223,209223,NONTOR
-1,207105,207105,NONTOR
-1,272687,272687,NONTOR
-1,274903,274903,NONTOR
11,46,321851,NONTOR
317926,317944,7047646,NONTOR
635670,635500,9931827,NONTOR
28,52,7448388,NONTOR
9406043,9405804,9405804,NONTOR
4010201,4010110,7924970,NONTOR
2458941,2458923,11043322,NONTOR
841852,841874,4038163,NONTOR
14350911,14350850,14350850,NONTOR
810740,810764,810764,NONTOR
765281,765147,765147,NONTOR
2655683,2838338,8010410,NONTOR
3143048,3143018,3143018,NONTOR
3004282,3004243,3004243,NONTOR
11529021,11528968,11528968,NONTOR
9875386,9875297,9875297,NONTOR
7009284,6989000,6989000,NONTOR
14983442,14983377,14983377,NONTOR
6776962,6776962,6776962,NONTOR
591196,591025,591025,NONTOR
1994916,1994878,10994485,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,8895617,8895617,NONTOR
10625988,10607058,10607058,NONTOR
13825371,13684395,13684395,NONTOR
10480405,10525432,10525432,NONTOR
13612386,13636774,13636774,NONTOR
1630472,8838106,8838106,NONTOR
14151284,14157837,14157837,NONTOR
5286988,5280224,5280224,NONTOR
12972387,12972307,12972307,NONTOR
4981781,4983849,4983849,NONTOR
14000310,13989016,13989016,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
82,51,88696,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
7001469,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
14396758,14396542,12,TOR
14982876,14982416,0,TOR
14957772,14957537,3,TOR
14550344,14550108,0,TOR
14732805,14733063,2,TOR
14392950,14392636,3,TOR
14997432,14997512,0,TOR
14983133,14983171,0,TOR
12839567,12839180,29,TOR
10823375,10784324,2584,TOR
444499,444520,8615,TOR
9345332,9307486,123,TOR
12610345,12610141,20,TOR
0,0,-1,TOR
12934185,12895966,14325,TOR
0,6994,6994,TOR
9673718,9634274,10464,TOR
266016,266006,266006,TOR
9755608,9716524,10180,TOR
14070327,14106798,802,TOR
13342363,13342497,0,TOR
9831378,9831098,100493,TOR
12695073,12693309,7,TOR
14864035,14863527,0,TOR
14983339,14998665,3,TOR
14143373,14143378,560,TOR
14100978,14101001,273,TOR
13559016,13559015,200025,TOR
14659595,14659414,1246,TOR
11353562,11389624,430,TOR
13543305,13543600,2032,TOR
14234603,14195361,9,TOR
14972141,14971579,4,TOR
14986228,14948593,0,TOR
0,0,-1,TOR
14703510,14703667,82,TOR
0,0,-1,TOR
11543740,11543713,54,TOR
14980818,14980531,195,TOR
14889921,14889529,314,TOR
13416549,13376538,381,TOR
7799714,7838611,6,TOR
14561125,14561165,74,TOR
14540191,14540763,69,TOR
14828726,14829055,8,TOR
14590616,14590780,40,TOR
2016625,2016758,81,TOR
247897,247621,247621,TOR
223232,222878,222878,TOR
1609215,1609208,189708,TOR
2000768,2000214,26102,TOR
10739112,10739110,88,TOR
2419592,2418422,124608,TOR
0,0,-1,TOR
14988616,14989121,4334,TOR
11451446,11451462,189209,TOR
11212236,11171506,859,TOR
2992828,2992626,144,TOR
14012210,14012206,189679,TOR
2287491,2287483,190023,TOR
14886303,14847848,212,TOR
7208488,7208385,215,TOR
9436929,9436531,126219,TOR
8685049,8645000,122,TOR
14872552,14872850,42,TOR
13166789,13166797,467,TOR
377491,377493,16987,TOR
7984685,7984308,134,TOR
350630,350298,112403,TOR
9630076,9630557,596,TOR
2207400,2207418,14204,TOR
3334345,3334447,61,TOR
4894050,4894345,354,TOR
14614069,14626766,2,TOR
14990742,14999899,2,TOR
14871703,14871410,2,TOR
14349995,14358339,2,TOR
14480166,14480469,0,TOR
14842358,14841970,0,TOR
14975923,14976098,0,TOR
14986259,14988288,0,TOR
14930929,14931530,3,TOR
14985919,14986109,0,TOR
14014405,14013772,0,TOR
13682489,13642242,420,TOR
13942491,13941918,1,TOR
14970409,14970560,0,TOR
10099847,10099848,3,TOR
14234636,14205179,2,TOR
14900699,14901346,4,TOR
14949870,14982812,5,TOR
12779203,12779230,152,TOR
14921548,14922964,0,TOR
14616462,14616356,0,TOR
14848854,14888273,0,TOR
