@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,,
,,,,
@attribute total_fiat numeric,,,,
@attribute total_biat numeric,,,,
@attribute min_fiat numeric,,,,
@attribute min_biat numeric,,,,
@attribute class1 {TOR,NONTOR},,,
,,,,
@data,,,,
959190,958972,960796,961485,NONTOR
959517,945181,961910,976070,NONTOR
10039835,10039932,10039835,10039932,NONTOR
24,20,48968,44713,NONTOR
10039380,10039459,10039380,10039459,NONTOR
10038750,10038742,10038750,10038742,NONTOR
24,12,28859,43871,NONTOR
10039123,10039301,10039123,10039301,NONTOR
10038927,10038994,10038927,10038994,NONTOR
15,22,30277,42204,NONTOR
959246,956851,961226,962850,NONTOR
10039591,10039652,10039591,10039652,NONTOR
28,15,28541,37371,NONTOR
10038860,10038541,10038860,10038541,NONTOR
10039817,10039448,10039817,10039448,NONTOR
32,12,25202,40736,NONTOR
10039141,10040250,10039141,10040250,NONTOR
959692,958805,961321,961882,NONTOR
10039596,10040745,10039596,10040745,NONTOR
959242,958575,967560,967623,NONTOR
10039079,10039149,10039079,10039149,NONTOR
10039125,10039870,10039125,10039870,NONTOR
16,9,41293,47875,NONTOR
27,14,60112,39411,NONTOR
35,24,32479,39923,NONTOR
10039403,10040297,10039403,10040297,NONTOR
52,11,24900,41187,NONTOR
11,11,24361,41993,NONTOR
10038786,10038628,10038786,10038628,NONTOR
20,23,45829,40951,NONTOR
10038233,10039105,10038233,10039105,NONTOR
39,42,23967,40998,NONTOR
10038964,10040374,10038964,10040374,NONTOR
10038634,10038716,10038634,10038716,NONTOR
959325,953867,961330,970255,NONTOR
10039258,10039484,10039258,10039484,NONTOR
10039376,10039790,10039376,10039790,NONTOR
10039969,10039880,10039969,10039880,NONTOR
10039858,10039640,10039858,10039640,NONTOR
959570,959380,961588,961831,NONTOR
79,22,38165,41413,NONTOR
10039108,10038822,10039108,10038822,NONTOR
46,9,34939,40790,NONTOR
10040261,10039693,10040261,10039693,NONTOR
959391,958788,961111,961169,NONTOR
186,9,46073,42193,NONTOR
35,23,31994,41214,NONTOR
19,12,31048,39975,NONTOR
959420,958839,961575,961768,NONTOR
54,16,24750,44690,NONTOR
11,11,37829,39163,NONTOR
10038939,10039638,10038939,10039638,NONTOR
10039471,10039279,10039471,10039279,NONTOR
41,23,33623,39608,NONTOR
10039434,10039161,10039434,10039161,NONTOR
10039414,10039145,10039414,10039145,NONTOR
959489,959218,960515,960934,NONTOR
117,41,33230,43707,NONTOR
959562,956926,962311,963436,NONTOR
49,36,32190,32392,NONTOR
959347,958819,961634,961838,NONTOR
41,20,35726,29016,NONTOR
10039945,10038926,10039945,10038926,NONTOR
112,24,39958,47572,NONTOR
959557,958557,960861,962410,NONTOR
10039387,10038849,10039387,10038849,NONTOR
10039086,10039091,10039086,10039091,NONTOR
959477,959402,961373,961792,NONTOR
10039892,10039976,10039892,10039976,NONTOR
959714,958963,960734,961226,NONTOR
80,28,40170,36877,NONTOR
10038296,10038819,10038296,10038819,NONTOR
33,28,43635,40919,NONTOR
30,53,46807,61363,NONTOR
959442,950792,964567,1920184,NONTOR
10040108,10040193,10040108,10040193,NONTOR
22,15,128100,76523,NONTOR
10039302,10038192,10039302,10038192,NONTOR
30,15,32082,40220,NONTOR
31,19,34508,40334,NONTOR
158,18,44332,42799,NONTOR
39,15,29577,43781,NONTOR
959193,958953,961627,961715,NONTOR
959270,958495,961272,961836,NONTOR
959782,959123,961514,961785,NONTOR
42,17,29399,37724,NONTOR
24,13,30233,41588,NONTOR
10038328,10038351,10038328,10038351,NONTOR
959179,959341,961091,961088,NONTOR
45,24,31202,38732,NONTOR
10038824,10038738,10038824,10038738,NONTOR
66,32,34937,41515,NONTOR
132,28,29998,44498,NONTOR
272,18,32793,49318,NONTOR
959234,959084,961584,960943,NONTOR
30,15,32805,44419,NONTOR
40,26,32797,42167,NONTOR
191,25,32284,41225,NONTOR
36,23,37292,41813,NONTOR
10038100,10037882,10038100,10037882,NONTOR
959562,959558,960889,960956,NONTOR
10038829,10038905,10038829,10038905,NONTOR
10037840,10037670,10037840,10037670,NONTOR
10038679,10038802,10038679,10038802,NONTOR
144,18,30693,40539,NONTOR
10038157,10038566,10038157,10038566,NONTOR
10039420,10038446,10039420,10038446,NONTOR
959643,959648,961085,961220,NONTOR
959303,958012,960933,961967,NONTOR
10038672,10038682,10038672,10038682,NONTOR
43,18,57252,43284,NONTOR
10038509,10038561,10038509,10038561,NONTOR
29,27,32889,43733,NONTOR
68,21,30332,42309,NONTOR
959438,958151,960736,962247,NONTOR
959382,959169,961896,962095,NONTOR
959378,958721,961544,961744,NONTOR
236,11,32192,43005,NONTOR
959376,957571,960996,962320,NONTOR
10038824,10040206,10038824,10040206,NONTOR
959627,959405,960899,961633,NONTOR
959230,958696,960788,961646,NONTOR
10038855,10038847,10038855,10038847,NONTOR
10039114,10038745,10039114,10038745,NONTOR
959449,956972,960728,963314,NONTOR
354,22,31872,49884,NONTOR
959382,958771,961201,961604,NONTOR
10040256,10039618,10040256,10039618,NONTOR
10039405,10040424,10039405,10040424,NONTOR
10039095,10039049,10039095,10039049,NONTOR
10039410,10039422,10039410,10039422,NONTOR
959237,959319,961443,962422,NONTOR
10038609,10038549,10038609,10038549,NONTOR
34,18,46793,41133,NONTOR
10038914,10038837,10038914,10038837,NONTOR
10039360,10040209,10039360,10040209,NONTOR
97,19,33342,42420,NONTOR
10039523,10039529,10039523,10039529,NONTOR
959325,959187,960860,961535,NONTOR
959638,958923,960735,960821,NONTOR
10039296,10039195,10039296,10039195,NONTOR
959479,958222,960740,961558,NONTOR
25,16,30108,42796,NONTOR
10039234,10039030,10039234,10039030,NONTOR
959162,958899,961227,960993,NONTOR
10038479,10038502,10038479,10038502,NONTOR
75,14,40018,41413,NONTOR
959225,959133,960892,960909,NONTOR
39,16,32070,40768,NONTOR
10039363,10039445,10039363,10039445,NONTOR
959280,958954,961566,1919132,NONTOR
10038670,10038613,10038670,10038613,NONTOR
10038621,10038764,10038621,10038764,NONTOR
959576,957801,961100,962692,NONTOR
959327,958650,960833,961977,NONTOR
10038965,10038944,10038965,10038944,NONTOR
103,17,37664,42004,NONTOR
959155,959013,960882,961002,NONTOR
10039190,10038955,10039190,10038955,NONTOR
959321,958873,960766,961169,NONTOR
25,20,32177,38572,NONTOR
10038262,10039232,10038262,10039232,NONTOR
33,18,36034,45623,NONTOR
10039778,10039477,10039778,10039477,NONTOR
30,17,29807,41274,NONTOR
10039074,10039095,10039074,10039095,NONTOR
10038832,10038958,10038832,10038958,NONTOR
10039014,10038687,10039014,10038687,NONTOR
959508,959346,960780,960744,NONTOR
25,17,34265,40311,NONTOR
10038928,10038928,10038928,10038928,NONTOR
959520,959110,961541,961460,NONTOR
959473,959466,961243,961711,NONTOR
959226,959096,960830,960936,NONTOR
10039752,10039705,10039752,10039705,NONTOR
10039187,10039599,10039187,10039599,NONTOR
60,18,35628,44646,NONTOR
959305,958662,961496,962225,NONTOR
56,28,29732,648676,NONTOR
959426,959022,961401,961694,NONTOR
10039163,10039064,10039163,10039064,NONTOR
959290,959204,961854,1920125,NONTOR
46,26,30614,615530,NONTOR
959404,959357,961620,961834,NONTOR
959135,958925,961337,960763,NONTOR
10038652,10039213,10038652,10039213,NONTOR
959301,956579,961296,962758,NONTOR
10039917,10039248,10039917,10039248,NONTOR
61,17,31091,605909,NONTOR
10038893,10040153,10038893,10040153,NONTOR
959304,958994,960716,961094,NONTOR
10039201,10040084,10039201,10040084,NONTOR
959366,959164,997362,997825,NONTOR
12,48,201082,43548,NONTOR
108,38,22579,23135,NONTOR
142,43,28905,22863,NONTOR
209,56,28741,23085,NONTOR
1790,5289,25304,23005,NONTOR
1110,74,26163,29464,NONTOR
6970,9248,22907,23002,NONTOR
484,5534,27542,25116,NONTOR
70,6876,25515,23088,NONTOR
112,75,22705,23080,NONTOR
180,1230,26900,22502,NONTOR
2483,1949,29380,23186,NONTOR
891,6427,27169,22884,NONTOR
206,141,29592,22943,NONTOR
2870532,2871452,2870532,2871452,NONTOR
1451,321,28181,34143,NONTOR
8839,54,25116,22319,NONTOR
1926,2557,22599,23241,NONTOR
226,7219,23904,24505,NONTOR
850,6967,26052,24761,NONTOR
7337,4370,26522,24430,NONTOR
169,2521,27220,24470,NONTOR
208,55,27269,24433,NONTOR
217,8426,28761,24376,NONTOR
374,52,29291,35146,NONTOR
726,162,27179,24450,NONTOR
1152,56,23999,32907,NONTOR
2787,46,27697,24395,NONTOR
3107641,3108496,3107641,3108496,NONTOR
-1,-1,-1,-1,NONTOR
96,30,12336222,12298983,NONTOR
49,121,27686,28710,NONTOR
133,169,27277,23506,NONTOR
12778,-1,12778,-1,NONTOR
16739,56665,16739,56665,NONTOR
1838,100,28878,22735,NONTOR
6920,9294,23043,23069,NONTOR
8349,491,23758,23121,NONTOR
481,5592,27536,25232,NONTOR
2495,1320,29332,22967,NONTOR
52,888,27854,22947,NONTOR
1004,1081,29178,23083,NONTOR
53,144,27171,23096,NONTOR
2485,143,26730,25419,NONTOR
921,141,27936,23088,NONTOR
8224,134,22609,23225,NONTOR
2859169,2858338,2859169,2858338,NONTOR
3069,2220,27992,23002,NONTOR
715,154,22725,23117,NONTOR
7466,132,22532,23122,NONTOR
2600,144,24944,23039,NONTOR
1428,438,28157,34150,NONTOR
65,2093,25448,23197,NONTOR
536,105,27561,30283,NONTOR
83,2889,29258,24446,NONTOR
153,4995,25466,27022,NONTOR
54,172,33148,24464,NONTOR
864,6957,26073,24762,NONTOR
1598,510,29190,41468,NONTOR
108,142,27256,24411,NONTOR
2959289,2958324,2959289,2958324,NONTOR
931,80,22635,24898,NONTOR
303,137,29284,35235,NONTOR
2340,973,26148,24420,NONTOR
718,2989,43257,24530,NONTOR
6204,138,26922,24493,NONTOR
55,94,27208,24468,NONTOR
3934,793,28007,24485,NONTOR
52,127,22809,27383,NONTOR
54,1238,24473,24496,NONTOR
3046626,3045714,3046626,3045714,NONTOR
51,858,25386,24512,NONTOR
1220,139,23895,32963,NONTOR
159,1721,26321,24412,NONTOR
3050044,3049012,3050044,3049012,NONTOR
718,140,25302,24478,NONTOR
765,1152,24565,24432,NONTOR
510,132,29565,24397,NONTOR
56,907,22899,24490,NONTOR
6080,406,28192,27193,NONTOR
350191,5859008,7209098,5859008,NONTOR
0,0,823486,854818,NONTOR
3,0,1399330,1211310,NONTOR
7,0,442870,472021,NONTOR
7,0,2894671,2923147,NONTOR
8,0,655625,692620,NONTOR
10,0,591031,681691,NONTOR
7,0,609813,639028,NONTOR
4,0,668229,694389,NONTOR
7,0,719610,757561,NONTOR
6,0,25107,24285,NONTOR
5,5,2369451,2542432,NONTOR
7,0,837920,866900,NONTOR
10,0,41943,30549,NONTOR
4,0,37181,30386,NONTOR
6,0,271009,270992,NONTOR
3,3,10000812,3692990,NONTOR
3,4,1867624,1996280,NONTOR
7,0,26484,25167,NONTOR
9,5,1363383,1362102,NONTOR
50,13,790234,780948,NONTOR
28,0,33155,26003,NONTOR
17,4,4542769,4569316,NONTOR
37,0,29212,28879,NONTOR
4,1,6261878,6221842,NONTOR
7,0,28288,37051,NONTOR
7,0,1246425,1468289,NONTOR
17,0,856997,886847,NONTOR
47,0,30880,23405,NONTOR
48,0,201430,198745,NONTOR
22,5,2779700,2772191,NONTOR
20,10,4563116,4599270,NONTOR
72,0,176532,176433,NONTOR
19,5,159239,10009192,NONTOR
78,1,4220016,4246821,NONTOR
8,9,84771,88104,NONTOR
10,0,108299597,80523,NONTOR
5,2,1851507,1852398,NONTOR
22,0,30719,24660,NONTOR
5,2,31392,52267,NONTOR
242,0,1620504,1844741,NONTOR
19,28,542203,583954,NONTOR
56,26,100971,111603,NONTOR
26,8,6752161,6712424,NONTOR
127,1,1962982,1962880,NONTOR
8,10,40806,35020,NONTOR
4,1,4744671,4705468,NONTOR
46,1,3531305,3758205,NONTOR
30,14,92043,10008306,NONTOR
51,1,28189,26942,NONTOR
81,1,37842,30979,NONTOR
132,2,115937910,130651,NONTOR
70,1,208846,192129,NONTOR
15,6,43184,66201,NONTOR
4,2,11029140,10988938,NONTOR
84,2,216548,216285,NONTOR
148,0,28963,25120,NONTOR
102,0,30893,24479,NONTOR
2,5,10435337,10571625,NONTOR
7,2,81264,66069,NONTOR
5,2,62673,52292,NONTOR
8,3,28056,66626,NONTOR
78,1,127050938,208475,NONTOR
91,114,1347122,1571108,NONTOR
29,11,267756,292190,NONTOR
96,59,608909,833145,NONTOR
143,151,59961067,23370,NONTOR
18,23,57155,9953173,NONTOR
47,0,31593,25662,NONTOR
65,1,1125984,1181612,NONTOR
104,1,225237,346388,NONTOR
40,6,5963181,5964255,NONTOR
38,7,4343297,4227038,NONTOR
298,80,2660958,29143416,NONTOR
39,4,5599646,5585914,NONTOR
188,13,6911385,6871729,NONTOR
37,8,5863574,5822073,NONTOR
18,16,5933764,5819329,NONTOR
74,4,4500419,4460017,NONTOR
40,4,6842275,6766294,NONTOR
38,3,6947023,6947456,NONTOR
37,3,2825983,2708873,NONTOR
6,15,4766019,4766060,NONTOR
40,10,3874387,3833196,NONTOR
36,4,5555570,5478380,NONTOR
54,9,4822941,4898066,NONTOR
161,2,51656,29414,NONTOR
34,5,5183493,5107482,NONTOR
40,7,4520897,4366283,NONTOR
62,1,79474523,137771,NONTOR
102,13,6577601,6502885,NONTOR
4,2,109867,82050,NONTOR
7,3,41627,65627,NONTOR
62,1,1870253,1870296,NONTOR
8,15,4782419,4781350,NONTOR
34,6,6658650,6617343,NONTOR
292,12,6004279,5880563,NONTOR
66,2,2473566,2473506,NONTOR
38,5,4463248,4457666,NONTOR
44,7,2354050,2181764,NONTOR
260,1294,3536105,3535704,NONTOR
50,9,6474841,6474437,NONTOR
75,1,2847739,2847831,NONTOR
98,3,5463349,5463609,NONTOR
78,1,2898142,2899040,NONTOR
2,2,5333060,5332899,NONTOR
22,46,4587448,4721686,NONTOR
91,2,2880874,2880929,NONTOR
95,1,1878468,1877749,NONTOR
374,1,147314,118216160,NONTOR
274,1,75599294,100897,NONTOR
67,1,2158495,2209403,NONTOR
71,2,1908618,1909557,NONTOR
125,0,5160583,5215818,NONTOR
22,3,170148,191003,NONTOR
2,3,9814738,9814975,NONTOR
41,8,8483336,8483051,NONTOR
54,2,2897248,2897755,NONTOR
45,2,5307795,5307343,NONTOR
6,5,87394,64402,NONTOR
2,2,4421018,4421108,NONTOR
76,2,3868646,3922654,NONTOR
70,2,5861227,5861454,NONTOR
2,2,4723240,4723229,NONTOR
77,1,7858952,7859092,NONTOR
74,2,3421578,3371386,NONTOR
82,1,8876311,8876424,NONTOR
16,5,4684107,4685393,NONTOR
16,8,4190510,4190528,NONTOR
3,2,5221075,5221151,NONTOR
15,8,4039817,3999463,NONTOR
15,2,4252910,4253005,NONTOR
12,2,6091996,6091952,NONTOR
74,1,2900576,2901949,NONTOR
60,2,4881552,4881594,NONTOR
76,1,2515048,2461039,NONTOR
77,1,2902420,2903264,NONTOR
54,1,5240227,5199161,NONTOR
86,1,4838825,4839567,NONTOR
1,3,4376410,4376402,NONTOR
14,3,5679551,5679552,NONTOR
105,2,6889395,6889073,NONTOR
55,20,23678,188,NONTOR
96,2,4896878,4897756,NONTOR
65,1,4888824,4888921,NONTOR
5,9,4621054,4664638,NONTOR
9,2,5468659,5536956,NONTOR
2,3,8816965,8817177,NONTOR
39,9,35839,71793,NONTOR
2,2,5751308,5751052,NONTOR
2,3,7266164,7266468,NONTOR
89,2,4371776,4320620,NONTOR
4,3,8033877,7994279,NONTOR
7,4,4320126,4338482,NONTOR
14,6,6236868,6300147,NONTOR
10,4,4303536,4264583,NONTOR
7,4,4148018,4147940,NONTOR
70,2,5870019,5869540,NONTOR
84,1,6904446,6905424,NONTOR
30,2,26605,65393,NONTOR
177,64,102488863,1274730,NONTOR
1,3,9741967,9701491,NONTOR
2,3,9716912,9716924,NONTOR
2,2,8421418,8424907,NONTOR
2,2,9805583,9805589,NONTOR
1,2,4757063,4757079,NONTOR
2,2,9782503,9782103,NONTOR
3,3,8879970,8878942,NONTOR
2,3,5747524,5747525,NONTOR
3,3,9808028,9768523,NONTOR
133,50,42607,10007450,NONTOR
167,1,665279,10002181,NONTOR
77,2,164090,146881,NONTOR
87,3,10605056,154800,NONTOR
117,2,10655585,144924,NONTOR
1,2,5363643,5363687,NONTOR
97,2,2890785,2890917,NONTOR
9,6,11769602,11769622,NONTOR
71,3,872139,57495621,NONTOR
2,0,192585,143383,NONTOR
135,212,32037,25954,NONTOR
109,2,434100,426690,NONTOR
8,2,1291770,1251822,NONTOR
98,1,108557576,5003147,NONTOR
97,2,3900502,3901199,NONTOR
8,2,113770,96849,NONTOR
6,33,89586,50376,NONTOR
47,8,132336,105492,NONTOR
5,4,9158201,9158116,NONTOR
83,1,1907834,1907850,NONTOR
6,0,2683503,2683349,NONTOR
196,1,29692,22832,NONTOR
1,2,9670245,9670140,NONTOR
4,2,9710674,9710758,NONTOR
3,4,9675896,9675596,NONTOR
152,2,99493,99296,NONTOR
3,3,9710963,9711075,NONTOR
60,2,4003656,4003626,NONTOR
3,7,40144,47604,NONTOR
94,1,3789528,3877495,NONTOR
31,68,44181,48320,NONTOR
72,2,6933448,6933857,NONTOR
58,2,4479085,4531206,NONTOR
103,2,3477245,3425542,NONTOR
47,5,5289015,5364691,NONTOR
5,7769,218936,318200,NONTOR
182,8,28389,66549,NONTOR
89,2,6890322,6890459,NONTOR
109,2,88743,123358910,NONTOR
168,1,116890,117015904,NONTOR
125,2,99418630,125703,NONTOR
106,2,106965686,124459,NONTOR
29,5,8872217,8872215,NONTOR
666,4,8305712,8127028,NONTOR
88,1,38821,119873204,NONTOR
5,1,34930,121488187,NONTOR
2,9,90846,56286,NONTOR
161,2,4850045,4902971,NONTOR
2,3,93085,55126,NONTOR
155,1,1393128,1449003,NONTOR
3,2,9594827,9598008,NONTOR
59,3,27751,31604,NONTOR
50,19,37046,48913,NONTOR
17,7,906910,906511,NONTOR
83,2,3609486,3609860,NONTOR
68,20,1975048,10010045,NONTOR
701,2,191290,175159,NONTOR
19,2,40908,42248,NONTOR
68,25,105121,79248,NONTOR
133,132,10275050,49767,NONTOR
144,147,10271129,51031,NONTOR
277,2,1971925,2030400,NONTOR
125,143,48345,10002236,NONTOR
110,0,102776,98882,NONTOR
3,13,3298865,3293500,NONTOR
1137,22,36766,37649,NONTOR
46,1,6823020,6771524,NONTOR
6,15,97974,67911,NONTOR
86,5,37066,65204,NONTOR
383,18,2188809,2189069,NONTOR
53,52,208894,247050,NONTOR
375,3,93744124,93400,NONTOR
114,116,33650,28912,NONTOR
8,31,3933621,65206,NONTOR
8,22,1437561,65577,NONTOR
8,31,2993628,64370,NONTOR
16,72,5372676,133334,NONTOR
25963,202,235973,254536,NONTOR
173,24,51114,96198,NONTOR
3,3,9603934,9604034,NONTOR
16,13,9009260,9050278,NONTOR
289,2,9920201,26947,NONTOR
429,20,50520,28519,NONTOR
25662,0,3358442,159876,NONTOR
26577,1,3358581,159012,NONTOR
170,177,83390,29510702,NONTOR
4,12,2861867,2861691,NONTOR
126,2,56758,9999240,NONTOR
163,3,54340,10003151,NONTOR
228,1,54293,9999894,NONTOR
669,6,94245,265192,NONTOR
89,2,5474862,5433535,NONTOR
365,18,7243048,7243141,NONTOR
90,2,7891969,7892037,NONTOR
672,3,92421,175887,NONTOR
101,2,6913617,6914639,NONTOR
199,1,46869,49615,NONTOR
633,5,4524883,4525005,NONTOR
67,84,61610415,102545,NONTOR
175,60,11481543,41737,NONTOR
121,4,151777,148579,NONTOR
101,2,7896800,7897855,NONTOR
445,5,6196700,6196772,NONTOR
884,3,8209931,8209504,NONTOR
2401,1,71665,19919610,NONTOR
45882,99,9642943,9712660,NONTOR
321,5,6772935,6774742,NONTOR
147,1,149588,150160,NONTOR
128,1,155898,165723,NONTOR
108,2,151579,152138,NONTOR
3,7,7509851,7646267,NONTOR
188,188,27123,27696,NONTOR
16085,2,29172,44652,NONTOR
392,0,29497,47041,NONTOR
79,87,46157,10497795,NONTOR
258,1,55692,59814,NONTOR
192,206,5360014,5398293,NONTOR
2,6,523865,9747992,NONTOR
25557,174,136432,161918,NONTOR
131,139,80026,19190983,NONTOR
1016,6,7419334,7419138,NONTOR
119,2,9850765,9850825,NONTOR
89,56,224662,224416,NONTOR
119,2,117844986,233038,NONTOR
19,2,6355524,6315593,NONTOR
14,54,8222614,8084845,NONTOR
6907,36147,58901,78862,NONTOR
250,294,46885,4409344,NONTOR
169,2,108563692,403563,NONTOR
2,3,9403972,9404148,NONTOR
5,50,295289,9999728,NONTOR
5,216,161445,10003039,NONTOR
4,2,9519140,9519234,NONTOR
868,4,9710102,9713765,NONTOR
55,10,9888103,3047432,NONTOR
204,2,8806805,8807109,NONTOR
6,12,18340845,129029,NONTOR
530,1,103935915,136632,NONTOR
168,70,7288442,7324942,NONTOR
44,49,4720958,4536760,NONTOR
227,2,109860332,23621,NONTOR
26,8,216187,216587,NONTOR
25,4,898576,919352,NONTOR
67,17,9560722,9645209,NONTOR
883,1,10837141,10864258,NONTOR
578,590,2012211,2067080,NONTOR
114,2,9896456,9896866,NONTOR
131,2,5897509,5897831,NONTOR
94,2,5886580,5887211,NONTOR
309,26,507402,507780,NONTOR
617,5,5758038,5833397,NONTOR
361,24,7962845,7886711,NONTOR
58,6,3822582,3821946,NONTOR
235718,199353,6964701,7383738,NONTOR
36,56,2780359,3020506,NONTOR
39246,266564,5438946,5486797,NONTOR
156,2,7893194,7893508,NONTOR
17,9,152352,147318,NONTOR
62,6,5154720,5151173,NONTOR
65,9,4781837,4787589,NONTOR
162132,65573,5696663,5693564,NONTOR
44,1588,3323546,3305966,NONTOR
40,1072,6998450,7078224,NONTOR
104,2,4897324,4898209,NONTOR
333,410,178055,10010131,NONTOR
104,2,4906234,4906032,NONTOR
134,3,9824225,9823964,NONTOR
21,10,3053199,2951210,NONTOR
89,3,8459814,8459309,NONTOR
64,2,69191,28358,NONTOR
186,414,230414,185223,NONTOR
281,2,52261,9999828,NONTOR
120,168,53464,10000041,NONTOR
367,41285,2436395,2385243,NONTOR
45,14,8905606,8865185,NONTOR
123,2,5896815,5897069,NONTOR
106,2,85063,83990,NONTOR
2,14,59049,74275,NONTOR
2,69,1955777,1960600,NONTOR
2,52,2042582,2041867,NONTOR
801,49,12259463,12310379,NONTOR
22,2,604369,563945,NONTOR
118,149,78203524,149,NONTOR
2,68,5651891,5655450,NONTOR
98,403,112678,85455,NONTOR
5,20,46237,65233,NONTOR
2,2,89973,66351,NONTOR
106,3,11264909,11265149,NONTOR
13,26,49593,65544,NONTOR
9,8,465017,438812,NONTOR
176,33,150077,10010949,NONTOR
153,914,166293,10005516,NONTOR
340,216,140926,10009851,NONTOR
4,6,139335,78619,NONTOR
57,17,178045,219480,NONTOR
27,9,30024370,344633,NONTOR
173,2,9752697,9803985,NONTOR
219,332,129984,87756,NONTOR
48,722,3142310,3141749,NONTOR
78,2,91078,105647,NONTOR
39,379,2133547,2231356,NONTOR
289,15556,66078,28655,NONTOR
38,340,3443826,3442862,NONTOR
85,2,14062100,14062284,NONTOR
95,1,111615,156239,NONTOR
233000,2981673,2777080,3010074,NONTOR
180,2,84603084,52928,NONTOR
136,3,466754,9998755,NONTOR
917,4,24505,23486,NONTOR
127,3,109845966,23471,NONTOR
189,71,32192,30593,NONTOR
1202,3,24069,23456,NONTOR
46,17660,71423,31167,NONTOR
24,6,8752582,8647542,NONTOR
301,3,49037,27241,NONTOR
28,21,4848394,4800620,NONTOR
205,4,49084,25799,NONTOR
6,913,4319430,4385996,NONTOR
1325,30,44876,44816,NONTOR
1160,34,152038,204268,NONTOR
163,2,253226,398854,NONTOR
5,42,2432228,2426855,NONTOR
64,191,1869239,1895477,NONTOR
612,1,194512,244420,NONTOR
13536,43,65557,15046309,NONTOR
305,950,24191,23221,NONTOR
277,36444,32221,36444,NONTOR
10,2,26230,26309,NONTOR
107,2,2897240,2845984,NONTOR
1323,31,125920,175967,NONTOR
28525,-1,28525,-1,NONTOR
131,12,5406453,5366212,NONTOR
155,385,3973221,3951039,NONTOR
1350,1358,260397,1358,NONTOR
31,19,731251,690675,NONTOR
4,0,2010729,1765560,NONTOR
3,0,1663351,1427151,NONTOR
3,0,1251130,986763,NONTOR
32,32,130130,170085,NONTOR
35,0,1046718,1046584,NONTOR
3,0,3363239,3124751,NONTOR
33,34,10000368,10130547,NONTOR
3,0,1764893,1762741,NONTOR
33,32,217670,502,NONTOR
4,0,4203169,4208124,NONTOR
352,1,1647367,1398441,NONTOR
90,0,6217756,5999269,NONTOR
47,15,247773,328550,NONTOR
3,14,5585402,5585539,NONTOR
3,0,2842384,2891849,NONTOR
46,17,309044,207079,NONTOR
96,0,2089759,2140073,NONTOR
154,0,7349706,7405278,NONTOR
25,19,4757587,4744543,NONTOR
1376,1,7093690,30852460,NONTOR
44,18,3935423,3934838,NONTOR
44,18,4834341,4833413,NONTOR
7,19,2324401,2329497,NONTOR
4,0,5407082,5708638,NONTOR
8,27,1710712,2331249,NONTOR
43,26,27262,66231,NONTOR
60,32,310623,82978,NONTOR
4,13,7469838,7469732,NONTOR
33,34,1260025,1400466,NONTOR
2,6,3130802,3129768,NONTOR
4,6,5869527,5869526,NONTOR
15,16,6019997,6019553,NONTOR
1393,1,58877,82597,NONTOR
2,7,6617533,6617450,NONTOR
3,4,5307686,5307645,NONTOR
2,8,5037325,5037498,NONTOR
19,11,5443590,5468959,NONTOR
47,17,11588898,11797849,NONTOR
48,18,7327429,7149664,NONTOR
9,29,1116227,1422174,NONTOR
19,27,1833996,2051949,NONTOR
2,4,8179437,8179907,NONTOR
3,9,7816305,7816336,NONTOR
5,13,8186146,8186043,NONTOR
3,7,7344908,7344731,NONTOR
5,23,5531918,5526826,NONTOR
42,6,26948,65751,NONTOR
2,8,7850229,7850396,NONTOR
3,6,7740311,7741856,NONTOR
3,5,8218151,8218286,NONTOR
3,5,7974938,7974992,NONTOR
2,5,7338644,7338749,NONTOR
244,210,142540,73618,NONTOR
9,14,5841665,5880854,NONTOR
10,8,6602539,6666480,NONTOR
2,5,8842508,8842651,NONTOR
9,24,11379311,11378720,NONTOR
11,12,3176454,3177238,NONTOR
2,15,7849182,7849192,NONTOR
19,27,3500037,3709723,NONTOR
8,9,3419436,3419664,NONTOR
13,10,11766624,11792112,NONTOR
12,15,7107817,7067943,NONTOR
5,20,1182121,1182191,NONTOR
2902,19,3578474,3810024,NONTOR
15,46,1180444,1502084,NONTOR
21,26,832389,1046616,NONTOR
6,27,3638843,3638418,NONTOR
4,12,5393806,5455490,NONTOR
13,15,7834392,7834699,NONTOR
11,13,9929266,9929617,NONTOR
14,13,7152376,7152768,NONTOR
52,20,4464143,4464010,NONTOR
11,15,4594875,4595359,NONTOR
14,12,9930593,9930913,NONTOR
8,13,9900219,9900951,NONTOR
12,12,6506011,6466908,NONTOR
212,326,221777,222147,NONTOR
12,16,9929592,9929942,NONTOR
12,10,5210728,5210971,NONTOR
3,16,7232263,7232714,NONTOR
6,11,7188886,7214332,NONTOR
7,19,14597125,14556285,NONTOR
11,33,1839070,1801239,NONTOR
12,14,5066591,5066902,NONTOR
12,13,6679335,6679499,NONTOR
10,18,4052711,4052714,NONTOR
11,12,6118861,6119193,NONTOR
12,15,9926925,9927178,NONTOR
12,13,9920150,9920358,NONTOR
12,15,8348998,8349309,NONTOR
17,10,26567,32449,NONTOR
11,15,7920447,7920937,NONTOR
24,65,12345585,148835,NONTOR
7,22,7552171,7511957,NONTOR
13,33,27177,36734,NONTOR
45,20,3853939,3853810,NONTOR
5,20,7719074,7679686,NONTOR
84,104,4868337,4868343,NONTOR
10,12,4831297,4766365,NONTOR
10,15,7534729,7536064,NONTOR
